join_key,dataset,provider,subject,answer_format,question_chars,question_tokens,intermediate_chars,choice_count,avg_choice_chars,max_choice_chars,max_choice_jaccard,avg_choice_question_overlap,named_entity_count,date_number_count,legal_term_count,multi_hop_cue_count,top1_correct,top1_calls,top1_latency_sec,top1_input_tokens,top1_output_tokens,top1_gold_retrieved,top1_evidence_count,top1_max_ce_score,top1_parse_ok,top1_ce_top1,top1_ce_top2,top1_ce_top5,top1_ce_top1_top2_margin,top1_ce_top1_top5_margin,top1_ce_score_entropy,top1_unique_source_count,top1_source_diversity,top1_retrieved_chars,top1_question_evidence_overlap,top1_choice_evidence_overlap_max,top1_choice_evidence_overlap_margin,top1_gold_rank,top1_top1_state_match,top1_any_state_match,top1_all_state_match,top1_state_match_frac,top1_unique_retrieved_states,top1_state_diversity,top5_correct,top5_calls,top5_latency_sec,top5_input_tokens,top5_output_tokens,top5_gold_retrieved,top5_evidence_count,top5_max_ce_score,top5_parse_ok,top5_ce_top1,top5_ce_top2,top5_ce_top5,top5_ce_top1_top2_margin,top5_ce_top1_top5_margin,top5_ce_score_entropy,top5_unique_source_count,top5_source_diversity,top5_retrieved_chars,top5_question_evidence_overlap,top5_choice_evidence_overlap_max,top5_choice_evidence_overlap_margin,top5_gold_rank,top5_top1_state_match,top5_any_state_match,top5_all_state_match,top5_state_match_frac,top5_unique_retrieved_states,top5_state_diversity,top10_correct,top10_calls,top10_latency_sec,top10_input_tokens,top10_output_tokens,top10_gold_retrieved,top10_evidence_count,top10_max_ce_score,top10_parse_ok,top10_ce_top1,top10_ce_top2,top10_ce_top5,top10_ce_top1_top2_margin,top10_ce_top1_top5_margin,top10_ce_score_entropy,top10_unique_source_count,top10_source_diversity,top10_retrieved_chars,top10_question_evidence_overlap,top10_choice_evidence_overlap_max,top10_choice_evidence_overlap_margin,top10_gold_rank,top10_top1_state_match,top10_any_state_match,top10_all_state_match,top10_state_match_frac,top10_unique_retrieved_states,top10_state_diversity,two_call_correct,two_call_calls,two_call_latency_sec,two_call_input_tokens,two_call_output_tokens,two_call_gold_retrieved,two_call_evidence_count,two_call_max_ce_score,two_call_parse_ok,two_call_ce_top1,two_call_ce_top2,two_call_ce_top5,two_call_ce_top1_top2_margin,two_call_ce_top1_top5_margin,two_call_ce_score_entropy,two_call_unique_source_count,two_call_source_diversity,two_call_retrieved_chars,two_call_question_evidence_overlap,two_call_choice_evidence_overlap_max,two_call_choice_evidence_overlap_margin,two_call_gold_rank,two_call_top1_state_match,two_call_any_state_match,two_call_all_state_match,two_call_state_match_frac,two_call_unique_retrieved_states,two_call_state_diversity,oracle_accuracy_arm,oracle_reward_arm,oracle_any_correct,oracle_correct_count
1639,housing,or-gemma4-26b,South Carolina,yes_no,83,13,0,0,0.0,0,0.0,0.0,1,0,2,0,0,1.0,7.8,1284,401,0,1,6.054725,,6.054725,0.0,0.0,6.054725,6.054725,0.0,1,1.0,5726,0.818182,0.0,0.0,0,0,0,0,0.0,1,1.0,0,1.0,2.9,2498,311,0,5,6.054726,,6.054726,5.095821,0.729647,0.958904,5.325078,0.61327,1,0.2,11525,0.909091,0.0,0.0,0,0,0,0,0.0,4,0.8,0,1.0,38.3,4875,752,0,10,6.054727,,6.054727,5.095819,2.51637,0.958907,3.538357,0.528228,1,0.1,22313,1.0,0.0,0.0,0,0,0,0,0.0,8,0.8,0,2.0,11.3,3296,559,0,5,6.337479,1,6.337479,4.665381,1.659564,1.672098,4.677914,0.521123,1,0.2,14054,0.565217,0.0,0.0,0,0,0,0,0.0,4,0.8,top5,top5,0,0
1644,housing,or-gemma4-26b,South Carolina,yes_no,208,36,0,0,0.0,0,0.0,0.0,2,0,2,1,0,1.0,2.5,473,388,0,1,2.136397,,2.136397,0.0,0.0,2.136397,2.136397,0.0,1,1.0,1470,0.538462,0.0,0.0,0,0,0,0,0.0,1,1.0,0,1.0,14.0,2218,754,0,5,3.119561,,3.119561,2.136397,0.916066,0.983165,2.203495,0.79963,1,0.2,9166,0.769231,0.0,0.0,0,0,0,0,0.0,4,0.8,0,1.0,12.6,3929,745,0,10,3.119562,,3.119562,2.136396,1.174833,0.983166,1.944729,0.80882,1,0.1,16773,0.807692,0.0,0.0,0,0,0,0,0.0,7,0.7,0,2.0,12.2,3074,536,0,5,6.511106,1,6.511106,6.363891,5.495868,0.147215,1.015237,0.957515,1,0.2,12427,0.555556,0.0,0.0,0,0,0,0,0.0,4,0.8,top1,top1,0,0
168,housing,or-gemma4-26b,California,yes_no,138,26,0,0,0.0,0,0.0,0.0,1,0,2,1,1,1.0,4.9,453,375,0,1,5.458728,,5.458728,0.0,0.0,5.458728,5.458728,0.0,1,1.0,1496,0.681818,0.0,0.0,0,0,0,0,0.0,1,1.0,0,1.0,9.8,1565,927,0,5,5.875949,,5.875949,5.458729,3.971604,0.417221,1.904346,0.838587,1,0.2,6059,0.772727,0.0,0.0,0,0,0,0,0.0,5,1.0,0,1.0,10.5,6533,750,0,10,5.875949,,5.875949,5.458728,3.971601,0.417222,1.904348,0.78294,1,0.1,28500,0.909091,0.0,0.0,0,0,0,0,0.0,9,0.9,0,2.0,57.1,1081,1277,0,5,5.767478,1,5.767478,5.138204,4.843618,0.629273,0.923859,0.952762,1,0.2,2891,0.5,0.0,0.0,0,0,0,0,0.0,5,1.0,top1,top1,1,1
1772,housing,or-gemma4-26b,Virginia,yes_no,83,13,0,0,0.0,0,0.0,0.0,1,0,2,0,0,1.0,1.7,1283,262,0,1,6.054725,,6.054725,0.0,0.0,6.054725,6.054725,0.0,1,1.0,5726,0.818182,0.0,0.0,0,0,0,0,0.0,1,1.0,0,1.0,4.6,2497,435,0,5,6.054726,,6.054726,5.095821,0.729647,0.958904,5.325078,0.61327,1,0.2,11525,0.909091,0.0,0.0,0,0,1,0,0.2,4,0.8,1,1.0,17.9,4874,958,0,10,6.054727,,6.054727,5.095819,2.51637,0.958907,3.538357,0.528228,1,0.1,22313,1.0,0.0,0.0,0,0,1,0,0.1,8,0.8,0,2.0,9.9,1987,471,0,5,5.461055,1,5.461055,5.429644,4.739228,0.031411,0.721827,0.968142,1,0.2,7718,0.590909,0.0,0.0,0,0,0,0,0.0,5,1.0,top10,top10,1,1
1789,housing,or-gemma4-26b,Virginia,yes_no,85,16,0,0,0.0,0,0.0,0.0,1,0,2,0,1,1.0,8.8,250,671,0,1,0.604761,,0.604761,0.0,0.0,0.604761,0.604761,0.0,1,1.0,678,0.384615,0.0,0.0,0,0,0,0,0.0,1,1.0,0,1.0,14.8,2250,1066,0,5,4.714661,,4.714661,0.60476,-0.947888,4.109901,5.662549,0.109555,1,0.2,10237,0.769231,0.0,0.0,0,0,0,0,0.0,5,1.0,1,1.0,19.6,3378,799,0,10,4.714662,,4.714662,0.725408,-0.01835,3.989254,4.733013,0.170889,1,0.1,14817,0.846154,0.0,0.0,0,0,1,0,0.2,9,0.9,0,2.0,42.9,811,886,0,5,5.8432,1,5.8432,3.795077,3.348841,2.048123,2.494359,0.629892,1,0.2,1928,0.375,0.0,0.0,0,0,0,0,0.0,5,1.0,top1,top1,1,2
179,housing,or-gemma4-26b,Iowa,yes_no,138,26,0,0,0.0,0,0.0,0.0,1,0,2,1,0,1.0,4.0,453,422,0,1,5.458728,,5.458728,0.0,0.0,5.458728,5.458728,0.0,1,1.0,1496,0.681818,0.0,0.0,0,0,0,0,0.0,1,1.0,0,1.0,76.2,1565,943,0,5,5.875949,,5.875949,5.458729,3.971604,0.417221,1.904346,0.838587,1,0.2,6059,0.772727,0.0,0.0,0,0,0,0,0.0,5,1.0,0,1.0,17.0,6533,646,0,10,5.875949,,5.875949,5.458728,3.971601,0.417222,1.904348,0.78294,1,0.1,28500,0.909091,0.0,0.0,0,0,0,0,0.0,9,0.9,0,2.0,23.2,1961,999,0,5,4.566221,1,4.566221,4.426715,4.195003,0.139506,0.371218,0.995773,1,0.2,6989,0.71875,0.0,0.0,0,0,0,0,0.0,5,1.0,top1,top1,0,0
1815,housing,or-gemma4-26b,West Virginia,yes_no,208,36,0,0,0.0,0,0.0,0.0,2,0,2,1,0,1.0,6.8,473,396,0,1,2.136397,,2.136397,0.0,0.0,2.136397,2.136397,0.0,1,1.0,1470,0.538462,0.0,0.0,0,0,0,0,0.0,1,1.0,0,1.0,5.0,2218,785,0,5,3.119561,,3.119561,2.136397,0.916066,0.983165,2.203495,0.79963,1,0.2,9166,0.769231,0.0,0.0,0,0,0,0,0.0,4,0.8,0,1.0,8.7,3929,777,0,10,3.119562,,3.119562,2.136396,1.174833,0.983166,1.944729,0.80882,1,0.1,16773,0.807692,0.0,0.0,0,0,0,0,0.0,7,0.7,0,2.0,8.0,2758,634,0,5,6.354815,1,6.354815,6.25095,4.864412,0.103864,1.490402,0.942383,1,0.2,10604,0.527778,0.0,0.0,0,0,0,0,0.0,4,0.8,top5,top5,0,0
1830,housing,or-gemma4-26b,Wisconsin,yes_no,290,47,0,0,0.0,0,0.0,0.0,2,0,2,0,0,1.0,8.0,315,367,0,1,4.081405,,4.081405,0.0,0.0,4.081405,4.081405,0.0,1,1.0,699,0.46875,0.0,0.0,0,0,0,0,0.0,1,1.0,0,1.0,8.8,3193,731,0,5,4.081406,,4.081406,3.887963,2.146357,0.193443,1.935049,0.83583,1,0.2,13925,0.90625,0.0,0.0,0,0,0,0,0.0,4,0.8,1,1.0,16.6,13537,737,0,10,4.081406,,4.081406,3.887964,2.188146,0.193442,1.893259,0.814576,1,0.1,63255,0.90625,0.0,0.0,0,0,0,0,0.0,6,0.6,0,2.0,12.2,12043,964,0,5,5.840866,1,5.840866,4.89533,4.649924,0.945535,1.190942,0.910124,1,0.2,54757,0.804878,0.0,0.0,0,0,0,0,0.0,2,0.4,top10,top10,1,1
1833,housing,or-gemma4-26b,Wisconsin,yes_no,267,45,0,0,0.0,0,0.0,0.0,2,0,4,0,1,1.0,10.1,275,408,0,1,4.824112,,4.824112,0.0,0.0,4.824112,4.824112,0.0,1,1.0,611,0.448276,0.0,0.0,0,0,0,0,0.0,1,1.0,1,1.0,7.7,1872,358,0,5,5.100726,,5.100726,4.953669,3.719635,0.147057,1.381091,0.951439,1,0.2,8291,0.655172,0.0,0.0,0,0,0,0,0.0,5,1.0,1,1.0,8.6,3886,409,0,10,5.100724,,5.100724,4.953667,4.044312,0.147058,1.056412,0.923442,1,0.1,17881,0.724138,0.0,0.0,0,0,0,0,0.0,9,0.9,1,2.0,12.4,4627,738,0,5,7.917933,1,7.917933,7.850006,7.304322,0.067927,0.613611,0.985786,1,0.2,21420,0.666667,0.0,0.0,0,0,0,0,0.0,5,1.0,top5,top5,1,4
1945,housing,or-gemma4-26b,Delaware,yes_no,74,13,0,0,0.0,0,0.0,0.0,1,0,2,0,1,1.0,3.9,725,415,0,1,-2.073876,,-2.073876,0.0,0.0,-2.073876,-2.073876,0.0,1,1.0,2499,0.5,0.0,0.0,0,0,0,0,0.0,1,1.0,1,1.0,7.6,1743,457,0,5,1.857826,,1.857826,-2.073873,-4.053885,3.931699,5.911711,0.124775,1,0.2,6766,0.7,0.0,0.0,0,1,1,0,0.2,5,1.0,1,1.0,7.1,3614,348,0,10,1.857827,,1.857827,0.055737,-2.461195,1.80209,4.319022,0.325807,1,0.1,14687,0.7,0.0,0.0,0,1,1,0,0.1,8,0.8,1,2.0,16.9,2704,857,1,5,2.050724,1,2.050724,1.815191,1.225331,0.235533,0.825393,0.977763,1,0.2,10856,0.619048,0.0,0.0,4,0,1,0,0.6,3,0.6,top1,top1,1,4
