scope,dataset,model,method,k,rows,scored_rows,hit,recall,mrr,qrel_status,qrel_exists_fraction,duplicate_keys,missing_idx,empty_retrieval,short_rows,rows_without_gold,path,qrel_report,source_csv
cache,legalbench_scalr,gemma4-26b,snap_hyre,3,50,50,0.64,0.64,0.5733333333333334,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/legalbench_scalr_gemma4-26b_snap_hyre_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_legalbench_scalr.txt,docs/generated/retrieval_cache_matrix_gemma4-26b_generated.csv
cache,legalbench_scalr,gemma4-26b,snap_hyre,5,50,50,0.68,0.68,0.5833333333333334,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/legalbench_scalr_gemma4-26b_snap_hyre_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_legalbench_scalr.txt,docs/generated/retrieval_cache_matrix_gemma4-26b_generated.csv
cache,legalbench_scalr,gemma4-26b,snap_hyre,10,50,50,0.82,0.82,0.6017460317460318,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/legalbench_scalr_gemma4-26b_snap_hyre_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_legalbench_scalr.txt,docs/generated/retrieval_cache_matrix_gemma4-26b_generated.csv
cache,barexam,llama70b,rag_hyde,1,1195,1195,0.02594142259414226,0.02594142259414226,0.02594142259414226,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/barexam_qfull_seed42_groq-llama70b_rag_hyde_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_barexam.txt,docs/generated/retrieval_cache_matrix_groq-llama70b_generated.csv
cache,barexam,llama70b,rag_hyde,3,1195,1195,0.06527196652719665,0.06527196652719665,0.042677824267782424,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/barexam_qfull_seed42_groq-llama70b_rag_hyde_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_barexam.txt,docs/generated/retrieval_cache_matrix_groq-llama70b_generated.csv
cache,barexam,llama70b,rag_hyde,5,1195,1195,0.10460251046025104,0.10460251046025104,0.051548117154811716,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/barexam_qfull_seed42_groq-llama70b_rag_hyde_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_barexam.txt,docs/generated/retrieval_cache_matrix_groq-llama70b_generated.csv
cache,barexam,llama70b,rag_hyde,10,1195,1195,0.17573221757322174,0.17573221757322174,0.06085375572823271,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/barexam_qfull_seed42_groq-llama70b_rag_hyde_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_barexam.txt,docs/generated/retrieval_cache_matrix_groq-llama70b_generated.csv
cache,barexam,llama70b,snap_hyre,1,1195,1195,0.0301255230125523,0.0301255230125523,0.0301255230125523,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/barexam_qfull_seed42_groq-llama70b_snap_hyre_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_barexam.txt,docs/generated/retrieval_cache_matrix_groq-llama70b_generated.csv
cache,barexam,llama70b,snap_hyre,3,1195,1195,0.07196652719665272,0.07196652719665272,0.04769874476987448,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/barexam_qfull_seed42_groq-llama70b_snap_hyre_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_barexam.txt,docs/generated/retrieval_cache_matrix_groq-llama70b_generated.csv
cache,barexam,llama70b,snap_hyre,5,1195,1195,0.11046025104602511,0.11046025104602511,0.05640167364016737,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/barexam_qfull_seed42_groq-llama70b_snap_hyre_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_barexam.txt,docs/generated/retrieval_cache_matrix_groq-llama70b_generated.csv
cache,barexam,llama70b,snap_hyre,10,1195,1195,0.18493723849372384,0.18493723849372384,0.06626021119744968,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/barexam_qfull_seed42_groq-llama70b_snap_hyre_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_barexam.txt,docs/generated/retrieval_cache_matrix_groq-llama70b_generated.csv
cache,casehold,llama70b,rag_hyde,1,3600,3600,0.3302777777777778,0.3302777777777778,0.3302777777777778,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/casehold_qfull_seed42_groq-llama70b_rag_hyde_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_casehold.txt,docs/generated/retrieval_cache_matrix_groq-llama70b_generated.csv
cache,casehold,llama70b,rag_hyde,3,3600,3600,0.45166666666666666,0.45166666666666666,0.38449074074074074,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/casehold_qfull_seed42_groq-llama70b_rag_hyde_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_casehold.txt,docs/generated/retrieval_cache_matrix_groq-llama70b_generated.csv
cache,casehold,llama70b,rag_hyde,5,3600,3600,0.5122222222222222,0.5122222222222222,0.3982824074074074,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/casehold_qfull_seed42_groq-llama70b_rag_hyde_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_casehold.txt,docs/generated/retrieval_cache_matrix_groq-llama70b_generated.csv
cache,casehold,llama70b,rag_hyde,10,3600,3600,0.5913888888888889,0.5913888888888889,0.4090238095238095,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/casehold_qfull_seed42_groq-llama70b_rag_hyde_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_casehold.txt,docs/generated/retrieval_cache_matrix_groq-llama70b_generated.csv
cache,casehold,llama70b,snap_hyre,1,3600,3600,0.2608333333333333,0.2608333333333333,0.2608333333333333,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/casehold_qfull_seed42_groq-llama70b_snap_hyre_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_casehold.txt,docs/generated/retrieval_cache_matrix_groq-llama70b_generated.csv
cache,casehold,llama70b,snap_hyre,3,3600,3600,0.3844444444444444,0.3844444444444444,0.3138888888888889,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/casehold_qfull_seed42_groq-llama70b_snap_hyre_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_casehold.txt,docs/generated/retrieval_cache_matrix_groq-llama70b_generated.csv
cache,casehold,llama70b,snap_hyre,5,3600,3600,0.44972222222222225,0.44972222222222225,0.32863888888888887,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/casehold_qfull_seed42_groq-llama70b_snap_hyre_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_casehold.txt,docs/generated/retrieval_cache_matrix_groq-llama70b_generated.csv
cache,casehold,llama70b,snap_hyre,10,3600,3600,0.5288888888888889,0.5288888888888889,0.33895171957671955,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/casehold_qfull_seed42_groq-llama70b_snap_hyre_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_casehold.txt,docs/generated/retrieval_cache_matrix_groq-llama70b_generated.csv
cache,legalbench_scalr,llama70b,rag_hyde,1,571,571,0.404553415061296,0.404553415061296,0.404553415061296,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/legalbench_scalr_qfull_seed42_groq-llama70b_rag_hyde_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_legalbench_scalr.txt,docs/generated/retrieval_cache_matrix_groq-llama70b_generated.csv
cache,legalbench_scalr,llama70b,rag_hyde,3,571,571,0.5761821366024519,0.5761821366024519,0.4816112084063047,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/legalbench_scalr_qfull_seed42_groq-llama70b_rag_hyde_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_legalbench_scalr.txt,docs/generated/retrieval_cache_matrix_groq-llama70b_generated.csv
cache,legalbench_scalr,llama70b,rag_hyde,5,571,571,0.6147110332749562,0.6147110332749562,0.49054290718038535,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/legalbench_scalr_qfull_seed42_groq-llama70b_rag_hyde_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_legalbench_scalr.txt,docs/generated/retrieval_cache_matrix_groq-llama70b_generated.csv
cache,legalbench_scalr,llama70b,rag_hyde,10,571,571,0.6952714535901926,0.6952714535901926,0.5015032107413894,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/legalbench_scalr_qfull_seed42_groq-llama70b_rag_hyde_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_legalbench_scalr.txt,docs/generated/retrieval_cache_matrix_groq-llama70b_generated.csv
cache,legalbench_scalr,llama70b,snap_hyre,1,571,571,0.3134851138353765,0.3134851138353765,0.3134851138353765,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/legalbench_scalr_qfull_seed42_groq-llama70b_snap_hyre_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_legalbench_scalr.txt,docs/generated/retrieval_cache_matrix_groq-llama70b_generated.csv
cache,legalbench_scalr,llama70b,snap_hyre,3,571,571,0.4658493870402802,0.4658493870402802,0.3809106830122592,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/legalbench_scalr_qfull_seed42_groq-llama70b_snap_hyre_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_legalbench_scalr.txt,docs/generated/retrieval_cache_matrix_groq-llama70b_generated.csv
cache,legalbench_scalr,llama70b,snap_hyre,5,571,571,0.5516637478108581,0.5516637478108581,0.4002626970227671,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/legalbench_scalr_qfull_seed42_groq-llama70b_snap_hyre_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_legalbench_scalr.txt,docs/generated/retrieval_cache_matrix_groq-llama70b_generated.csv
cache,legalbench_scalr,llama70b,snap_hyre,10,571,571,0.6462346760070052,0.6462346760070052,0.4126004225391266,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/legalbench_scalr_qfull_seed42_groq-llama70b_snap_hyre_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_legalbench_scalr.txt,docs/generated/retrieval_cache_matrix_groq-llama70b_generated.csv
cache,barexam,gemma4-26b,snap_hyre,1,1195,1195,0.031799163179916316,0.031799163179916316,0.031799163179916316,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/barexam_qfull_seed42_or-gemma4-26b_snap_hyre_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_barexam.txt,docs/generated/retrieval_cache_matrix_or-gemma4-26b_generated.csv
cache,barexam,gemma4-26b,snap_hyre,3,1195,1195,0.0794979079497908,0.0794979079497908,0.05090655509065551,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/barexam_qfull_seed42_or-gemma4-26b_snap_hyre_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_barexam.txt,docs/generated/retrieval_cache_matrix_or-gemma4-26b_generated.csv
cache,barexam,gemma4-26b,snap_hyre,5,1195,1195,0.1205020920502092,0.1205020920502092,0.060195258019525806,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/barexam_qfull_seed42_or-gemma4-26b_snap_hyre_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_barexam.txt,docs/generated/retrieval_cache_matrix_or-gemma4-26b_generated.csv
cache,barexam,gemma4-26b,snap_hyre,10,1195,1195,0.18661087866108786,0.18661087866108786,0.06905226804808395,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/barexam_qfull_seed42_or-gemma4-26b_snap_hyre_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_barexam.txt,docs/generated/retrieval_cache_matrix_or-gemma4-26b_generated.csv
cache,barexam,gemma4-26b,rag_hyde,1,100,100,0.03,0.03,0.03,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/barexam_q100_seed42_or-gemma4-26b_rag_hyde_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_barexam.txt,docs/generated/retrieval_cache_matrix_or-gemma4-26b_q100_k1_to_k10.csv
cache,barexam,gemma4-26b,rag_hyde,2,100,100,0.06,0.06,0.045,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/barexam_q100_seed42_or-gemma4-26b_rag_hyde_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_barexam.txt,docs/generated/retrieval_cache_matrix_or-gemma4-26b_q100_k1_to_k10.csv
cache,barexam,gemma4-26b,rag_hyde,3,100,100,0.08,0.08,0.051666666666666666,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/barexam_q100_seed42_or-gemma4-26b_rag_hyde_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_barexam.txt,docs/generated/retrieval_cache_matrix_or-gemma4-26b_q100_k1_to_k10.csv
cache,barexam,gemma4-26b,rag_hyde,4,100,100,0.14,0.14,0.06666666666666667,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/barexam_q100_seed42_or-gemma4-26b_rag_hyde_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_barexam.txt,docs/generated/retrieval_cache_matrix_or-gemma4-26b_q100_k1_to_k10.csv
cache,barexam,gemma4-26b,rag_hyde,5,100,100,0.16,0.16,0.07066666666666667,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/barexam_q100_seed42_or-gemma4-26b_rag_hyde_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_barexam.txt,docs/generated/retrieval_cache_matrix_or-gemma4-26b_q100_k1_to_k10.csv
cache,barexam,gemma4-26b,rag_hyde,6,100,100,0.19,0.19,0.07566666666666666,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/barexam_q100_seed42_or-gemma4-26b_rag_hyde_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_barexam.txt,docs/generated/retrieval_cache_matrix_or-gemma4-26b_q100_k1_to_k10.csv
cache,barexam,gemma4-26b,rag_hyde,7,100,100,0.2,0.2,0.07709523809523809,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/barexam_q100_seed42_or-gemma4-26b_rag_hyde_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_barexam.txt,docs/generated/retrieval_cache_matrix_or-gemma4-26b_q100_k1_to_k10.csv
cache,barexam,gemma4-26b,rag_hyde,8,100,100,0.22,0.22,0.0795952380952381,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/barexam_q100_seed42_or-gemma4-26b_rag_hyde_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_barexam.txt,docs/generated/retrieval_cache_matrix_or-gemma4-26b_q100_k1_to_k10.csv
cache,barexam,gemma4-26b,rag_hyde,9,100,100,0.22,0.22,0.0795952380952381,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/barexam_q100_seed42_or-gemma4-26b_rag_hyde_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_barexam.txt,docs/generated/retrieval_cache_matrix_or-gemma4-26b_q100_k1_to_k10.csv
cache,barexam,gemma4-26b,rag_hyde,10,100,100,0.22,0.22,0.0795952380952381,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/barexam_q100_seed42_or-gemma4-26b_rag_hyde_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_barexam.txt,docs/generated/retrieval_cache_matrix_or-gemma4-26b_q100_k1_to_k10.csv
cache,barexam,gemma4-26b,snap_hyre,1,100,100,0.04,0.04,0.04,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/barexam_q100_seed42_or-gemma4-26b_snap_hyre_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_barexam.txt,docs/generated/retrieval_cache_matrix_or-gemma4-26b_q100_k1_to_k10.csv
cache,barexam,gemma4-26b,snap_hyre,2,100,100,0.06,0.06,0.05,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/barexam_q100_seed42_or-gemma4-26b_snap_hyre_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_barexam.txt,docs/generated/retrieval_cache_matrix_or-gemma4-26b_q100_k1_to_k10.csv
cache,barexam,gemma4-26b,snap_hyre,3,100,100,0.09,0.09,0.05999999999999999,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/barexam_q100_seed42_or-gemma4-26b_snap_hyre_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_barexam.txt,docs/generated/retrieval_cache_matrix_or-gemma4-26b_q100_k1_to_k10.csv
cache,barexam,gemma4-26b,snap_hyre,4,100,100,0.11,0.11,0.06499999999999999,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/barexam_q100_seed42_or-gemma4-26b_snap_hyre_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_barexam.txt,docs/generated/retrieval_cache_matrix_or-gemma4-26b_q100_k1_to_k10.csv
cache,barexam,gemma4-26b,snap_hyre,5,100,100,0.14,0.14,0.071,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/barexam_q100_seed42_or-gemma4-26b_snap_hyre_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_barexam.txt,docs/generated/retrieval_cache_matrix_or-gemma4-26b_q100_k1_to_k10.csv
cache,barexam,gemma4-26b,snap_hyre,6,100,100,0.15,0.15,0.07266666666666666,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/barexam_q100_seed42_or-gemma4-26b_snap_hyre_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_barexam.txt,docs/generated/retrieval_cache_matrix_or-gemma4-26b_q100_k1_to_k10.csv
cache,barexam,gemma4-26b,snap_hyre,7,100,100,0.17,0.17,0.07552380952380952,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/barexam_q100_seed42_or-gemma4-26b_snap_hyre_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_barexam.txt,docs/generated/retrieval_cache_matrix_or-gemma4-26b_q100_k1_to_k10.csv
cache,barexam,gemma4-26b,snap_hyre,8,100,100,0.2,0.2,0.07927380952380952,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/barexam_q100_seed42_or-gemma4-26b_snap_hyre_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_barexam.txt,docs/generated/retrieval_cache_matrix_or-gemma4-26b_q100_k1_to_k10.csv
cache,barexam,gemma4-26b,snap_hyre,9,100,100,0.21,0.21,0.08038492063492063,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/barexam_q100_seed42_or-gemma4-26b_snap_hyre_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_barexam.txt,docs/generated/retrieval_cache_matrix_or-gemma4-26b_q100_k1_to_k10.csv
