scope,dataset,model,method,k,rows,scored_rows,hit,recall,mrr,qrel_status,qrel_exists_fraction,duplicate_keys,missing_idx,empty_retrieval,short_rows,rows_without_gold,path,qrel_report
cache,casehold,model_invariant,golden_plus_neighbors,5,100,100,1.0,1.0,1.0,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/casehold_q100_seed42_golden_neighbors_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_casehold.txt
cache,casehold,model_invariant,golden_plus_neighbors,10,100,100,1.0,1.0,1.0,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/casehold_q100_seed42_golden_neighbors_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_casehold.txt
cache,casehold,model_invariant,rag_simple,1,100,100,0.06,0.06,0.06,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/casehold_q100_seed42_raw_question_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_casehold.txt
cache,casehold,model_invariant,rag_simple,3,100,100,0.09,0.09,0.075,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/casehold_q100_seed42_raw_question_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_casehold.txt
cache,casehold,model_invariant,rag_simple,5,100,100,0.15,0.15,0.0885,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/casehold_q100_seed42_raw_question_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_casehold.txt
cache,casehold,model_invariant,rag_simple,10,100,100,0.2,0.2,0.09506746031746031,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/casehold_q100_seed42_raw_question_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_casehold.txt
cache,housing,model_invariant,golden_plus_neighbors,1,100,100,1.0,0.6651190476190476,1.0,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/housing_q100_seed42_golden_neighbors_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_housing.txt
cache,housing,model_invariant,golden_plus_neighbors,3,100,100,1.0,0.9253571428571429,1.0,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/housing_q100_seed42_golden_neighbors_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_housing.txt
cache,housing,model_invariant,golden_plus_neighbors,5,100,100,1.0,0.9880952380952381,1.0,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/housing_q100_seed42_golden_neighbors_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_housing.txt
cache,housing,model_invariant,golden_plus_neighbors,10,100,100,1.0,1.0,1.0,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/housing_q100_seed42_golden_neighbors_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_housing.txt
cache,housing,model_invariant,rag_simple,1,100,100,0.0,0.0,0.0,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/housing_q100_seed42_raw_question_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_housing.txt
cache,housing,model_invariant,rag_simple,3,100,100,0.01,0.003333333333333333,0.005,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/housing_q100_seed42_raw_question_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_housing.txt
cache,housing,model_invariant,rag_simple,5,100,100,0.02,0.008333333333333333,0.0075,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/housing_q100_seed42_raw_question_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_housing.txt
cache,housing,model_invariant,rag_simple,10,100,100,0.04,0.028333333333333335,0.00975,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/housing_q100_seed42_raw_question_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_housing.txt
cache,legalbench_scalr,model_invariant,golden_plus_neighbors,1,100,100,1.0,1.0,1.0,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/legalbench_scalr_q100_seed42_golden_neighbors_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_legalbench_scalr.txt
cache,legalbench_scalr,model_invariant,golden_plus_neighbors,3,100,100,1.0,1.0,1.0,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/legalbench_scalr_q100_seed42_golden_neighbors_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_legalbench_scalr.txt
cache,legalbench_scalr,model_invariant,golden_plus_neighbors,5,100,100,1.0,1.0,1.0,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/legalbench_scalr_q100_seed42_golden_neighbors_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_legalbench_scalr.txt
cache,legalbench_scalr,model_invariant,golden_plus_neighbors,10,100,100,1.0,1.0,1.0,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/legalbench_scalr_q100_seed42_golden_neighbors_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_legalbench_scalr.txt
cache,legalbench_scalr,model_invariant,rag_simple,1,100,100,0.25,0.25,0.25,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/legalbench_scalr_q100_seed42_raw_question_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_legalbench_scalr.txt
cache,legalbench_scalr,model_invariant,rag_simple,3,100,100,0.46,0.46,0.34,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/legalbench_scalr_q100_seed42_raw_question_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_legalbench_scalr.txt
cache,legalbench_scalr,model_invariant,rag_simple,5,100,100,0.52,0.52,0.35350000000000004,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/legalbench_scalr_q100_seed42_raw_question_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_legalbench_scalr.txt
cache,legalbench_scalr,model_invariant,rag_simple,10,100,100,0.6,0.6,0.36424999999999996,aligned,1.0000,0,0,0,0,0,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/legalbench_scalr_q100_seed42_raw_question_k10.jsonl,/home/techguy227/grad/LegalRagAgent/caches/retrieval/full/retrieval_id_alignment_legalbench_scalr.txt
macro,macro,macro,all_supplied_caches,1,800,800,0.53875,0.49688988095238096,0.53875,mixed,,0,0,0,0,0,,
macro,macro,macro,all_supplied_caches,3,800,800,0.57,0.5598363095238096,0.5525,mixed,,0,0,0,0,0,,
macro,macro,macro,all_supplied_caches,5,800,800,0.58875,0.5858035714285714,0.55675,mixed,,0,0,0,0,0,,
macro,macro,macro,all_supplied_caches,10,800,800,0.6075,0.6060416666666667,0.5591959325396826,mixed,,0,0,0,0,0,,
